Combination,Name,RobustComponents,macro_engine,base_allocation,tail_logistic,vol_target_leverage,vkospi_signal,overlay_policy,frequency_reconciliation,Full_Months,Full_CAGR,Full_Sharpe,Full_MDD,Full_Calmar,Full_FinalMultiple,Locked_Months,Locked_CAGR,Locked_Sharpe,Locked_MDD,Locked_Calmar,Locked_FinalMultiple
1011111,macro_engine+tail_logistic+vol_target_leverage+vkospi_signal+overlay_policy+frequency_reconciliation,6,1,0,1,1,1,1,1,232.0,0.11032334914863684,0.7923292428960526,-0.21961052841971562,0.5023591079285091,7.562925225073711,103.0,0.14275662933243694,0.95165848218784,-0.21961052841971618,0.6500445600659123,3.143665644400869
1100000,macro_engine+base_allocation,2,1,1,0,0,0,0,0,232.0,0.085652812493062,0.9709537380216473,-0.12955540107806518,0.6611288435705653,4.898073086861066,103.0,0.09375846502353613,1.310482750843031,-0.12955540107806518,0.7236939891609832,2.158119970741364
1100001,macro_engine+base_allocation+frequency_reconciliation,3,1,1,0,0,0,0,1,232.0,0.08664526224467939,0.9883810352634634,-0.1291479493779566,0.6708992489776868,4.985368775869509,103.0,0.09582560925156258,1.3234699643943402,-0.12914794937795648,0.7419832038612183,2.1933809881390376
1100010,macro_engine+base_allocation+overlay_policy,3,1,1,0,0,0,1,0,232.0,0.12602881344588512,1.1608451212485789,-0.12016748583308323,1.0487763189199404,9.922560069491674,103.0,0.16298108101077902,1.5131146491242689,-0.10630646351135997,1.5331248508079922,3.6545331948594217
1100011,macro_engine+base_allocation+overlay_policy+frequency_reconciliation,4,1,1,0,0,0,1,1,232.0,0.12705817292744204,1.1705110047919185,-0.11943367581611775,1.0638387545156285,10.09940445352458,103.0,0.16517905223184148,1.5252342314972978,-0.10673437106226669,1.5475713267236038,3.714243757901033
1100100,macro_engine+base_allocation+vkospi_signal,3,1,1,0,0,1,0,0,232.0,0.11781855911824413,1.1070704973320395,-0.11781302986014952,1.000046932483624,8.61348247606299,103.0,0.15620974087404682,1.5702648302339375,-0.094800436207648,1.647774494749051,3.475876643654574
1100101,macro_engine+base_allocation+vkospi_signal+frequency_reconciliation,4,1,1,0,0,1,0,1,232.0,0.11884041319404459,1.115842874446024,-0.11707725614742426,1.015059774243429,8.766995883106096,103.0,0.15839491462919053,1.5950723326990996,-0.09523385293565301,1.6632206904010676,3.5326681790954737
1100110,macro_engine+base_allocation+vkospi_signal+overlay_policy,4,1,1,0,0,1,1,0,232.0,0.1355266933858157,1.1596662309043648,-0.11543592528367674,1.1740425959489398,11.672092620180926,103.0,0.1798498612846029,1.474261758657569,-0.10632985910704507,1.6914332699674068,4.135355990280933
1100111,macro_engine+base_allocation+vkospi_signal+overlay_policy+frequency_reconciliation,5,1,1,0,0,1,1,1,232.0,0.1365647353563586,1.1661556742183954,-0.11591805212445672,1.1781144770249792,11.880117970023592,103.0,0.18207971358626263,1.4882647029453904,-0.10675775545595523,1.7055408556372542,4.202922604508031
1101000,macro_engine+base_allocation+vol_target_leverage,3,1,1,0,1,0,0,0,232.0,0.09898067304812974,0.9071545675837906,-0.19628363351756917,0.5042736945221165,6.201180808609654,103.0,0.12023141725931707,1.2921408502746112,-0.09423391748386123,1.2758826171044864,2.649871661668503
1101001,macro_engine+base_allocation+vol_target_leverage+frequency_reconciliation,4,1,1,0,1,0,0,1,232.0,0.10128560177212531,0.9244054598462235,-0.19374398268968196,0.5227806322860286,6.457522353519905,103.0,0.1246542207458432,1.316819729641198,-0.09400258458184052,1.326072270250365,2.7410264934590405
1101010,macro_engine+base_allocation+vol_target_leverage+overlay_policy,4,1,1,0,1,0,1,0,232.0,0.145054336661379,1.101347892420017,-0.14442005324145812,1.004391934538761,13.718433443473439,103.0,0.19503196839325754,1.475041351196702,-0.08607620978029917,2.265805719037315,4.615026950492999
1101011,macro_engine+base_allocation+vol_target_leverage+overlay_policy+frequency_reconciliation,5,1,1,0,1,0,1,1,232.0,0.14745589721274532,1.113859953353652,-0.142956778550279,1.031471880578814,14.28551970191084,103.0,0.19975009312613645,1.497070113961122,-0.083219995469892,2.4002656092237307,4.773782565516282
1101100,macro_engine+base_allocation+vol_target_leverage+vkospi_signal,4,1,1,0,1,1,0,0,232.0,0.13127589637428128,1.0221096359842148,-0.19752018453486775,0.6646201586102076,10.855712221279656,103.0,0.18326359960672933,1.5081680805591857,-0.09281047589880798,1.974600365227554,4.239190320666622
1101101,macro_engine+base_allocation+vol_target_leverage+vkospi_signal+frequency_reconciliation,5,1,1,0,1,1,0,1,232.0,0.13364855894448335,1.036676016458785,-0.19498253607560312,0.6854386122696755,11.304460633524048,103.0,0.18793526145551342,1.5477152641154333,-0.08782708812024176,2.139832544581419,4.385017262475991
1101110,macro_engine+base_allocation+vol_target_leverage+vkospi_signal+overlay_policy,5,1,1,0,1,1,1,0,232.0,0.1550521072758444,1.1325637020495398,-0.13571974043215196,1.1424432936736786,16.22920144575489,103.0,0.21093956285227056,1.5267497923746622,-0.09320516552926994,2.263174596112139,5.169729899884395
1101111,macro_engine+base_allocation+vol_target_leverage+vkospi_signal+overlay_policy+frequency_reconciliation,6,1,1,0,1,1,1,1,232.0,0.15747463648410376,1.1444889455151972,-0.13424158583689383,1.1730689525333717,16.90007667091983,103.0,0.21572049261199666,1.554373038960879,-0.08597130128310515,2.5092151612504376,5.347567138662119
1110000,macro_engine+base_allocation+tail_logistic,3,1,1,1,0,0,0,0,232.0,0.08646012750451204,0.9781528379599195,-0.12764446513327043,0.6773511676690498,4.968973224101641,103.0,0.09091127708354385,1.3003233537314123,-0.12764446513327066,0.7122226333012205,2.1103733045336717
1110001,macro_engine+base_allocation+tail_logistic+frequency_reconciliation,4,1,1,1,0,0,0,1,232.0,0.08743473687663972,0.9945209261140194,-0.12712563667618182,0.6877820962215203,5.055862303380739,103.0,0.09293067345553685,1.3102924292034899,-0.12712563667618193,0.731014419162773,2.1441406799200666
1110010,macro_engine+base_allocation+tail_logistic+overlay_policy,4,1,1,1,0,0,1,0,232.0,0.12594940450831538,1.1736938179741645,-0.12016748583308323,1.0481155000884634,9.909040289205839,103.0,0.15822482840210927,1.542190617203213,-0.08740997834520037,1.8101460656728021,3.5282184911288215
1110011,macro_engine+base_allocation+tail_logistic+overlay_policy+frequency_reconciliation,5,1,1,1,0,0,1,1,232.0,0.1269594377478196,1.1827641695049533,-0.11943367581611775,1.0630120598757142,10.082312985281643,103.0,0.16036882953727005,1.5523635574242438,-0.0877314651924167,1.8279511140677034,3.5846723317736005
1110100,macro_engine+base_allocation+tail_logistic+vkospi_signal,4,1,1,1,0,1,0,0,232.0,0.11694079439416072,1.1177457110009286,-0.11781302986014952,0.9925964431351593,8.483654239670418,103.0,0.14862102427284052,1.5998552704886495,-0.07822736373501138,1.8998598083438136,3.2848625451768103
1110101,macro_engine+base_allocation+tail_logistic+vkospi_signal+frequency_reconciliation,5,1,1,1,0,1,0,1,232.0,0.11794274645735237,1.1261495530198202,-0.11707725614742426,1.0073924717610248,8.632002172444908,103.0,0.15074724771367976,1.6246286426756358,-0.07855208543002346,1.9190737825537414,3.3374225289566404
1110110,macro_engine+base_allocation+tail_logistic+vkospi_signal+overlay_policy,5,1,1,1,0,1,1,0,232.0,0.13495552934412913,1.1746471624650938,-0.11543592528367674,1.1690947078431966,11.55910841387617,103.0,0.17412029185802513,1.5069811447752344,-0.08427763815442424,2.0660319352920133,3.966125300465561
1110111,macro_engine+base_allocation+tail_logistic+vkospi_signal+overlay_policy+frequency_reconciliation,6,1,1,1,0,1,1,1,232.0,0.13597364153052638,1.1808612789679764,-0.11591805212445672,1.173015238252423,11.761234736975998,103.0,0.1762937172386847,1.5205255422174084,-0.08460022846118809,2.083844458169078,4.02958594108425
1111000,macro_engine+base_allocation+tail_logistic+vol_target_leverage,4,1,1,1,1,0,0,0,232.0,0.09855488692543668,0.9023020578882698,-0.16939315497265317,0.5818115079168776,6.15489574185306,103.0,0.11428101897942122,1.2093223828424065,-0.1209022388012373,0.9452349279263444,2.5314622499300254
1111001,macro_engine+base_allocation+tail_logistic+vol_target_leverage+frequency_reconciliation,5,1,1,1,1,0,0,1,232.0,0.10083564408701307,0.9189468164752874,-0.16789585936579376,0.600584460319078,6.40670423128055,103.0,0.11883345442153237,1.2389594925355805,-0.1206416112087203,0.9850121631411266,2.6216219181123495
1111010,macro_engine+base_allocation+tail_logistic+vol_target_leverage+overlay_policy,5,1,1,1,1,0,1,0,232.0,0.14417578265295883,1.089566333655905,-0.1372975999818431,1.0500968893267277,13.516363395785987,103.0,0.18840821537861197,1.4104410634846838,-0.09677521669298883,1.9468643090340068,4.400024785727297
1111011,macro_engine+base_allocation+tail_logistic+vol_target_leverage+overlay_policy+frequency_reconciliation,6,1,1,1,1,0,1,1,232.0,0.14655125532296043,1.1018452523545446,-0.13639200293560716,1.0744856895469863,14.06934352607511,103.0,0.19326350016515637,1.43556639095178,-0.09719351192999626,1.988440342647096,4.556734519276021
1111100,macro_engine+base_allocation+tail_logistic+vol_target_leverage+vkospi_signal,5,1,1,1,1,1,0,0,232.0,0.13093646937684822,1.0174893704759636,-0.16487891790424358,0.794137122205593,10.792913778880049,103.0,0.1762993819172638,1.4388260178706158,-0.09281047589880798,1.899563386675061,4.029752506113883
1111101,macro_engine+base_allocation+tail_logistic+vol_target_leverage+vkospi_signal+frequency_reconciliation,6,1,1,1,1,1,0,1,232.0,0.13328445533778477,1.0320293731850383,-0.1630880104265784,0.817254775437885,11.23447240621801,103.0,0.1811051956263392,1.4811674885419583,-0.08879136584646685,2.0396712439303655,4.173274752522323
1111110,macro_engine+base_allocation+tail_logistic+vol_target_leverage+vkospi_signal+overlay_policy,6,1,1,1,1,1,1,0,232.0,0.1539697334251997,1.1205500622880809,-0.12978139807290023,1.186377521828764,15.937691587312619,103.0,0.20415859977768824,1.4663293432930662,-0.09718610836082342,2.100697344724489,4.926460668452444
1111111,macro_engine+base_allocation+tail_logistic+vol_target_leverage+vkospi_signal+overlay_policy+frequency_reconciliation,7,1,1,1,1,1,1,1,232.0,0.15636553973863565,1.1325286822772858,-0.12958799769553853,1.2066359733870555,16.589732858503037,103.0,0.20907823332988862,1.4969186464577038,-0.09760421330851354,2.1421025408915595,5.101919757045702
