target_month,stress_signal_month,stress_signal_date,level_component,shock_component,tail_component,persistence_component,stress_raw,stress_score,recovery_score,stress_direction_rank,macro_vulnerability,fast_slow_confirmation,direction_tail_confirmation,crash_evidence,normalization_state,crash_pressure,confirmed_downside_lambda
2014-09,2014-08,2014-08-29,0.008506113769271665,0.4600858631200344,0.1972355130249867,0.3606877100298161,0.2566287999860272,0.30885253347712516,0.4428418803418803,0.36220682302771856,0.8340197101479427,0.3606877100298161,0.2797211680263526,0.49147619606803716,False,0.0,1.0
2014-10,2014-09,2014-09-30,0.04535864978902954,0.5215092114100324,0.29641350210970463,0.34822334108058434,0.3028761760973377,0.31163344982727165,0.08112407211028633,0.1192490745637229,0.8009834661703821,0.34822334108058434,0.20783128833671377,0.45234603186256006,False,0.0,1.0
2014-11,2014-10,2014-10-31,0.07635983263598327,0.3351617060466504,0.09623430962343096,0.34587509538621636,0.21340773592307027,0.2791156594691638,0.5420609884332281,0.4648662821185108,0.7949302144439134,0.3351617060466504,0.28055029587097086,0.47021407212051153,False,0.0,1.0
2014-12,2014-11,2014-11-28,0.025714285714285714,0.3727330221861472,0.2703896103896104,0.3061513928461941,0.24374707778405935,0.30188681362213987,0.4885057471264368,0.49296875,0.8637783919519896,0.3061513928461941,0.3816791801948052,0.5172029883309963,False,0.03440597666199263,1.0344059766619926
2015-01,2014-12,2014-12-30,0.056472408457968026,0.6923272665309521,0.11397627643115008,0.3416758657579887,0.3011129542945147,0.33141979607639066,0.24844398340248963,0.7153567735263702,0.8112287905892558,0.3416758657579887,0.4146665249787601,0.5225237271086681,False,0.04504745421733625,1.0450474542173362
2015-02,2015-01,2015-01-30,0.08209718670076727,0.39907895599711457,0.056010230179028134,0.3680234689702334,0.22630246046178584,0.3504019351141867,0.8338477366255144,0.573076923076923,0.8245511624664399,0.3680234689702334,0.3145435766279756,0.5023727360215496,False,0.004745472043099275,1.0047454720430993
2015-03,2015-02,2015-02-27,0.015267175572519083,0.37344050215506047,0.9544529262086514,0.3267822068401673,0.41748570269409957,0.41748570269409957,0.0,0.7058673469387755,0.8719678277962574,0.3267822068401673,0.8301601365737135,0.6763033904033794,False,0.3526067808067588,1.3526067808067588
2015-04,2015-03,2015-03-31,0.015151515151515152,0.20447992584068536,0.008333333333333333,0.33559056092224726,0.14088883381194528,0.33707082308430275,0.9782168186423505,0.11113924050632912,0.7821659679386187,0.20447992584068536,0.059736286919831225,0.3487940602330451,False,0.0,1.0
2015-05,2015-04,2015-04-30,0.0380952380952381,0.05624142013324769,0.412781954887218,0.3706055804589578,0.2194310483936654,0.34003893393908385,0.8256281407035176,0.29673366834170856,0.812437591345469,0.05624142013324769,0.3547578116144633,0.4078122743643933,False,0.0,1.0
2015-06,2015-05,2015-05-29,0.06630109670987039,0.5845212363907777,0.9174975074775673,0.3720147857483318,0.48508365658163677,0.48508365658163677,0.0,0.9217891054472763,0.8007925043763194,0.3720147857483318,0.9196433064624219,0.697483532195691,False,0.39496706439138207,1.394967064391382
2015-07,2015-06,2015-06-30,0.1454725383473528,0.5302552980412023,0.13656605640771896,0.38454818642476385,0.2992105198052595,0.32610896017731056,0.23759920634920634,0.4789186507936508,0.8361923804641664,0.38454818642476385,0.3077423536006849,0.5094943068298717,False,0.01898861365974347,1.0189886136597435
2015-08,2015-07,2015-07-31,0.10456553755522828,0.7589986939454734,0.06848306332842416,0.36393821329834314,0.32399637703186723,0.4284987570735204,0.7583661417322834,0.5056594488188977,0.9042501704158146,0.36393821329834314,0.2870712560736609,0.5184198799292729,False,0.036839759858545706,1.0368397598585457
2015-09,2015-08,2015-08-31,0.4797560975609756,0.49170880791937505,0.37682926829268293,0.4601900347629365,0.45212105213399245,0.48466051325479553,0.26983349657198824,0.13520782396088019,0.922154918991032,0.4601900347629365,0.25601854612678154,0.5461211666269167,False,0.09224233325383335,1.0922423332538334
2015-10,2015-09,2015-09-25,0.4631425800193986,0.7374874868384882,0.8646944713870028,0.5166269615386166,0.6454878749458767,0.6454878749458767,0.0,0.9798249878463782,0.8979634577944369,0.5166269615386166,0.9222597296166906,0.7789500496499148,False,0.5579000992998295,1.5579000992998295
2015-11,2015-10,2015-10-30,0.13456909003370246,0.4639264173899465,0.9701492537313433,0.3750208917314809,0.48591641322161827,0.48591641322161827,0.0,0.8076737451737451,0.8934105250490472,0.3750208917314809,0.8889114994525442,0.7191143054110242,False,0.43822861082204834,1.4382286108220483
2015-12,2015-11,2015-11-30,0.14992826398852224,0.8726067362613732,0.5492587278813965,0.3770625239657997,0.4872140630242729,0.4872140630242729,0.0,0.5400287631831256,0.8552427610541795,0.3770625239657997,0.544643745532261,0.5923163435174134,False,0.18463268703482671,1.1846326870348267
2016-01,2015-12,2015-12-30,0.13729216152019003,0.3064079289673114,0.022090261282660333,0.358244126276403,0.20600861951164118,0.326563814365021,0.8219373219373219,0.545,0.893544704669318,0.3064079289673114,0.2835451306413302,0.49449925475931983,False,0.0,1.0
2016-02,2016-01,2016-01-29,0.3595372993389991,0.11085591600537524,0.48512747875354106,0.437378191366039,0.3482247213659886,0.381080420885429,0.27148253068932954,0.24443918599148132,0.9098156865142877,0.11085591600537524,0.3647833323725112,0.4618183116307247,False,0.0,1.0
2016-03,2016-02,2016-02-29,0.3353658536585366,0.6635697579852006,0.4305816135084428,0.4361917758812546,0.4664272502583586,0.4664272502583586,0.0,0.3547249647390691,0.8931944898353179,0.4361917758812546,0.39265328912375597,0.5740131849467761,False,0.14802636989355222,1.1480263698935522
2016-04,2016-03,2016-03-31,0.05985095482068002,0.5855000050012242,0.15230554261760598,0.33816641939789965,0.28395573045935246,0.3134456802858959,0.24534450651769088,0.2784780578898226,0.8740580739958204,0.33816641939789965,0.2153918002537143,0.47587209788247814,False,0.0,1.0
2016-05,2016-04,2016-04-29,0.06293382693197594,0.32297011922433355,0.24710782045349378,0.34619874198292877,0.24480262714818302,0.34749454335225016,0.7458333333333333,0.2400278293135436,0.8809805671836534,0.32297011922433355,0.2435678248835187,0.48250617043050187,False,0.0,1.0
2016-06,2016-05,2016-05-31,0.04021139705882353,0.5577044264130111,0.4501378676470588,0.34173847386884826,0.3474480412469354,0.3474480412469354,0.0,0.11906955320128973,0.837263122261234,0.34173847386884826,0.28460371042417426,0.4878684355180855,False,0.0,1.0
2016-07,2016-06,2016-06-30,0.13852122318575993,0.35714990376918304,0.4351894112277499,0.4449801292920296,0.34396016686868064,0.41421363941785244,0.5739726027397261,0.03545288197621226,0.8172202926554879,0.35714990376918304,0.23532114660198108,0.4698971143422173,False,0.0,1.0
2016-08,2016-07,2016-07-29,0.07346938775510205,0.5932573180787466,0.8956916099773242,0.3865616824414986,0.48724499956316786,0.48724499956316786,0.0,0.7506818181818182,0.8452223596969246,0.3865616824414986,0.8231867140795712,0.6849902520726648,False,0.3699805041453297,1.3699805041453297
2016-09,2016-08,2016-08-30,0.028165840468679586,0.32446076282153835,0.6471383506083821,0.3497595718635236,0.3373811314405309,0.3562267423923956,0.1618575293056808,0.39498644986449866,0.7698998262527484,0.32446076282153835,0.5210624002364403,0.5384743297702425,False,0.07694865954048491,1.076948659540485
2016-10,2016-09,2016-09-30,0.16196236559139784,0.8776225369487859,0.519489247311828,0.3737905316924457,0.48321617038611436,0.48321617038611436,0.0,0.9319712617871576,0.8014873177474804,0.3737905316924457,0.7257302545494928,0.633669367996473,False,0.267338735992946,1.267338735992946
2016-11,2016-10,2016-10-31,0.20200445434298442,0.8834152779987273,0.56815144766147,0.3895574973696088,0.5107821693431976,0.5107821693431976,0.0,0.9845982142857143,0.8007004073720715,0.3895574973696088,0.7763748309735921,0.6555442452384241,False,0.3110884904768483,1.3110884904768483
2016-12,2016-11,2016-11-29,0.10447100486941124,0.6604496437988556,0.4630367419212041,0.37365083813347555,0.4004020571807366,0.4004020571807366,0.0,0.8542590949423248,0.7853513939760673,0.37365083813347555,0.6586479184317644,0.6058833835137691,False,0.21176676702753827,1.2117667670275383
2017-01,2016-12,2016-12-29,0.033201407211961305,0.5464924261188525,0.12115215479331574,0.3092178783178033,0.2525159666104832,0.30103582365777976,0.41849255039439087,0.2999118554429264,0.7607975146493262,0.3092178783178033,0.2105320051181211,0.42684913269508357,False,0.0,1.0
2017-02,2017-01,2017-01-31,0.08766943594228246,0.6795755129304184,0.9792304328815041,0.379755645120419,0.531557756718656,0.531557756718656,0.0,0.623794916739702,0.7360758353556667,0.379755645120419,0.8015126748106031,0.6391147184288962,False,0.27822943685779244,1.2782294368577924
2017-03,2017-02,2017-02-28,0.008043478260869565,0.4399727668845316,0.02043478260869565,0.3289361864571043,0.19934680355280027,0.33014655170466567,0.8617850953206239,0.1056644880174292,0.6175750760422047,0.3289361864571043,0.06304963531306243,0.3365202992707905,False,0.0,1.0
2017-04,2017-03,2017-03-31,0.020509499136442143,0.3375882054662353,0.885146804835924,0.3831951590475332,0.4066099171215336,0.4066099171215336,0.0,0.5999567286888793,0.6219531081663434,0.3375882054662353,0.7425517667624016,0.5673643601316601,False,0.13472872026332028,1.1347287202633203
2017-05,2017-04,2017-04-28,0.08673250322026621,0.44711738138224244,0.8445684843280378,0.3592898967392382,0.43442706641744616,0.43442706641744616,0.0,0.9021084337349398,0.5127342357048308,0.3592898967392382,0.8733384590314888,0.5817875304918526,False,0.16357506098370522,1.1635750609837052
2017-06,2017-05,2017-05-30,0.1694408877507469,0.46366426649171016,0.1113956466069142,0.3800254396416421,0.2811315601227533,0.42116790728739356,0.8897872340425532,0.21364414029084688,0.5793770297475029,0.3800254396416421,0.16251989344888054,0.3739741209460085,False,0.0,1.0
2017-07,2017-06,2017-06-30,0.0748198389147944,0.7547326387525783,0.56973293768546,0.3671789920512001,0.4416161018510082,0.4416161018510082,0.0,0.7457519116397621,0.5734865027928613,0.3671789920512001,0.657742424662611,0.5328026398355574,False,0.06560527967111485,1.0656052796711148
2017-08,2017-07,2017-07-31,0.12705436156763592,0.6150097681831642,0.5615254951538138,0.35024696260192123,0.41345914687663377,0.41345914687663377,0.0,0.7375422297297297,0.5809338982199306,0.35024696260192123,0.6495338624417717,0.5269049077545412,False,0.05380981550908248,1.0538098155090825
2017-09,2017-08,2017-08-31,0.18530150753768845,0.874872816664101,0.2784757118927973,0.3939557249861408,0.4331514402701819,0.4331514402701819,0.0,0.4236256819135543,0.6250997045790252,0.3939557249861408,0.3510506969031758,0.45670204215611393,False,0.0,1.0
2017-10,2017-09,2017-09-29,0.1721482098251457,0.8484821524407591,0.9356786011656952,0.3927357802923816,0.5872611859309954,0.5872611859309954,0.0,0.9451397580308719,0.4769530265006424,0.3927357802923816,0.9404091795982836,0.6033659954637692,False,0.20673199092753847,1.2067319909275385
2017-11,2017-10,2017-10-31,0.08550724637681159,0.5396027164248344,0.8803312629399587,0.38353682416668716,0.472244512477073,0.472244512477073,0.0,0.691908713692946,0.6627852714379547,0.38353682416668716,0.7861199883164524,0.6108140279736981,False,0.2216280559473962,1.2216280559473962
2017-12,2017-11,2017-11-30,0.1683127572016461,0.776865852106402,0.6530864197530863,0.3684209111525372,0.4916714850534179,0.4916714850534179,0.0,0.8084536082474226,0.5886119422584997,0.3684209111525372,0.7307700140002544,0.5626009558037638,False,0.12520191160752758,1.1252019116075276
2018-01,2017-12,2017-12-28,0.09172809172809172,0.3916969297047262,0.39025389025389023,0.3876003798624883,0.3153198228872991,0.38509646655602453,0.5717213114754098,0.30755026672137875,0.6139959929861574,0.3876003798624883,0.3489020784876345,0.4501661504454267,False,0.0,1.0
2018-02,2018-01,2018-01-30,0.24022801302931596,0.7814243455107734,0.4881921824104235,0.38712355557870193,0.47424202413230376,0.47424202413230376,0.0,0.7386780905752754,0.5265525037948326,0.38712355557870193,0.6134351364928494,0.5090370652887947,False,0.01807413057758933,1.0180741305775893
2018-03,2018-02,2018-02-27,0.25881637616538306,0.1804442112736209,0.08755573571139036,0.4456001961962996,0.2431041298366735,0.37430330122442457,0.858130081300813,0.17282696994313565,0.7305583878346911,0.1804442112736209,0.13019135282726302,0.3470646506451917,False,0.0,1.0
2018-04,2018-03,2018-03-30,0.4216673378977044,0.08144035616526521,0.0892066049134112,0.46388416766426893,0.2640496166601624,0.49853419632149987,0.9963592233009708,0.0006053268765133172,0.6581824078963667,0.08144035616526521,0.04490596589496226,0.26150957665219804,False,0.0,1.0
2018-05,2018-04,2018-04-30,0.2024429315178214,0.3225225406924907,0.027432919503404082,0.4317293142378234,0.2460319264878849,0.4331132598642545,0.9666398713826366,0.08246388443017656,0.7574588105677312,0.3225225406924907,0.05494840196679032,0.37830991774233746,False,0.0,1.0
2018-06,2018-05,2018-05-31,0.26463560334528075,0.7131573590169733,0.6501393866985264,0.41273992701791834,0.5101680690196747,0.5101680690196747,0.0,0.716879489225858,0.6135863651829421,0.41273992701791834,0.6835094379621922,0.5699452433876843,False,0.13989048677536853,1.1398904867753685
2018-07,2018-06,2018-06-29,0.3435643564356436,0.46014399654251137,0.12653465346534654,0.4292546728832509,0.3398744198316881,0.434838676455717,0.7119521912350597,0.11726190476190476,0.7330765887534447,0.4292546728832509,0.12189827911362565,0.4280765135834404,False,0.0,1.0
2018-08,2018-07,2018-07-31,0.16850393700787403,0.2502350945037196,0.3125984251968504,0.407296234111694,0.2846584227050345,0.34898878792494603,0.5229249011857707,0.21637080867850098,0.6796118337443761,0.2502350945037196,0.26448461693767567,0.39811051506192374,False,0.0,1.0
2018-09,2018-08,2018-08-31,0.05968688845401174,0.4447586431833007,0.07632093933463796,0.3461007152510082,0.23171679655573968,0.31301966010178556,0.6403301886792453,0.2307843137254902,0.7325378561505087,0.3461007152510082,0.15355262653006407,0.41073039931052696,False,0.0,1.0
2018-10,2018-09,2018-09-28,0.03391812865497076,0.4561298809088694,0.8742690058479532,0.33830416085062703,0.4256552940656051,0.4256552940656051,0.0,0.3927734375,0.7970115119745093,0.33830416085062703,0.6335212216739766,0.589612298166371,False,0.1792245963327419,1.179224596332742
2018-11,2018-10,2018-10-30,0.6788759689922481,0.5607686084142395,0.3470930232558139,0.49528958331943973,0.5205067959954353,0.5858590272887585,0.5303975058456742,0.2840776699029126,0.585731485399446,0.49528958331943973,0.31558534657936327,0.46553547176608295,True,0.0,1.0
2018-12,2018-11,2018-11-30,0.5109784283513097,0.6748397989603696,0.6758474576271187,0.5230449864237919,0.5961776678406475,0.5961776678406475,0.0,0.8288305673485141,0.7934334929944838,0.5230449864237919,0.7523390124878164,0.689605830635364,False,0.3792116612707279,1.379211661270728
2019-01,2018-12,2018-12-28,0.5341257668711656,0.5316624178920499,0.06710122699386503,0.5046630883521408,0.40938812502730537,0.5400060184645616,0.8554356206630687,0.2475989243180945,0.8420469025835517,0.5046630883521408,0.15735007565597975,0.5013533555305575,True,0.0,1.0
2019-02,2019-01,2019-01-31,0.32481890964544413,0.45525314933099015,0.6938619900876859,0.4706422509476689,0.48614407500294726,0.5207759342443048,0.3017638036809816,0.8752864782276547,0.8410388293669239,0.45525314933099015,0.7845742341576702,0.6936220709518613,False,0.3872441419037227,1.3872441419037227
2019-03,2019-02,2019-02-28,0.32555049354593774,0.5814095554721835,0.8321943811693242,0.44277157415534907,0.5454815010856986,0.5454815010856986,0.0,0.797071129707113,0.8936568708621068,0.44277157415534907,0.8146327554382187,0.7170204001518915,False,0.434040800303783,1.434040800303783
2019-04,2019-03,2019-03-29,0.2546278806195693,0.602971005125709,0.16471477143936533,0.40555743550425644,0.356967773172225,0.47066697804458835,0.7943181818181818,0.6504542013626041,0.7972744300894791,0.40555743550425644,0.4075844864009847,0.5368054506649068,False,0.07361090132981363,1.0736109013298136
2019-05,2019-04,2019-04-30,0.18876784372652142,0.41613469742542486,0.11044327573253193,0.39764306176956427,0.2782472196635106,0.40474362160745986,0.8414909638554217,0.2553631915694392,0.8067519082224964,0.39764306176956427,0.18290323365098557,0.46243273454768213,False,0.0,1.0
2019-06,2019-05,2019-05-31,0.43521284540702015,0.7194617530378049,0.17008961911874532,0.4736845171271433,0.4496121836726784,0.48880004151773937,0.3499251497005988,0.4117096894874673,0.835346613849419,0.4736845171271433,0.29089965430310627,0.5333102617598895,False,0.06662052351977898,1.066620523519779
2019-07,2019-06,2019-06-28,0.26885916016350797,0.7559586462472603,0.33983649201040506,0.4384609785793555,0.4507788192501322,0.4507788192501322,0.0,0.6074087862993298,0.871546973434732,0.4384609785793555,0.47362263915486746,0.5945435303896517,False,0.18908706077930337,1.1890870607793034
2019-08,2019-07,2019-07-30,0.3122690317812269,0.7805783451039048,0.28566149297856613,0.4151302156106271,0.44840977136858123,0.4662836304946679,0.16185185185185186,0.7114031840059237,0.8556940750662724,0.4151302156106271,0.49853233849224493,0.5897855430563815,False,0.17957108611276307,1.179571086112763
2019-09,2019-08,2019-08-30,0.34895259095920617,0.6401959626187852,0.7265711135611908,0.48580078837682594,0.550380113879002,0.550380113879002,0.0,0.8017304860088366,0.899512032472327,0.48580078837682594,0.7641507997850137,0.7164878735447222,False,0.4329757470894444,1.4329757470894444
2019-10,2019-09,2019-09-30,0.3227871250914411,0.7670606866078209,0.7035479151426481,0.45938285408703083,0.5631946452322352,0.5631946452322352,0.0,0.6436423598387688,0.882065527065527,0.45938285408703083,0.6735951374907085,0.6716811728810889,False,0.3433623457621777,1.3433623457621777
2019-11,2019-10,2019-10-31,0.2109090909090909,0.4905956284153006,0.7143636363636363,0.40848726273945896,0.4560889046068717,0.4560889046068717,0.0,0.46429872495446267,0.8838670386282813,0.40848726273945896,0.5893311806590495,0.6272284940089299,False,0.25445698801785976,1.2544569880178598
2019-12,2019-11,2019-11-29,0.2400506512301013,0.37858027720356324,0.3619753979739508,0.42572745860676664,0.3515834462535955,0.4239375981554435,0.5989130434782609,0.1882928597317869,0.8925375983358248,0.37858027720356324,0.2751341288528688,0.5154173347974189,False,0.030834669594837827,1.0308346695948378
2020-01,2019-12,2019-12-30,0.3044652502700756,0.8954637493303319,0.7556715880446525,0.4364667165415298,0.5980168260466474,0.5980168260466474,0.0,0.948953823953824,0.8574402654962179,0.4364667165415298,0.8523127059992383,0.7154065626789953,False,0.43081312535799055,1.4308131253579905
2020-02,2020-01,2020-01-31,0.5815120028663562,0.5297189934418985,0.7352203511286277,0.4690514884715874,0.5788757089771175,0.5788757089771175,0.0,0.5069992821249103,0.823478554965083,0.4690514884715874,0.621109816626769,0.6378799533544798,False,0.27575990670895956,1.2757599067089596
2020-03,2020-02,2020-02-28,0.9229671897289586,0.9953607399524693,0.148716119828816,0.5898810317695252,0.6642312703199423,0.7079524053825045,0.3909155937052933,0.8629867809932119,0.7067424777623952,0.5898810317695252,0.505851450411014,0.6008249866476448,False,0.20164997329528966,1.2016499732952897
2020-04,2020-03,2020-03-31,0.982409381663113,0.08579043828814024,0.970682302771855,0.6770283330849085,0.6789776139520042,0.680975271328073,0.018874643874643875,0.09594161623353506,0.8369368596042942,0.08579043828814024,0.533311959502695,0.48534641913170984,True,0.0,1.0
2020-05,2020-04,2020-04-29,0.8894587902370004,0.13658265054224264,0.5270604881499823,0.6550020104212851,0.5520259848376277,0.6424513917025403,0.6965933286018453,0.2294472005669738,0.9720013494663106,0.13658265054224264,0.37825384435847803,0.4956126147890105,True,0.0,1.0
2020-06,2020-05,2020-05-29,0.8193025713279324,0.2613868841668235,0.014793941528707291,0.594423996818044,0.4224768484603768,0.5992547689362759,0.96004243281471,0.10215243472124207,0.9728142625977058,0.2613868841668235,0.05847318812497468,0.430891444963168,True,0.0,1.0
2020-07,2020-06,2020-06-30,0.8899789768745621,0.2644002075501725,0.7002452697967765,0.6470816601781647,0.625426528599919,0.625426528599919,0.0,0.5087750087750088,0.929286588014103,0.2644002075501725,0.6045101392858927,0.5993989782833894,False,0.1987979565667788,1.1987979565667788
2020-08,2020-07,2020-07-31,0.7508710801393729,0.6183876960310366,0.5433797909407665,0.5563908505549063,0.6172573544165206,0.6414681865546076,0.22187281621243884,0.3401396160558464,0.9109775869069439,0.5563908505549063,0.44175970349830646,0.6363760469867189,True,0.0,1.0
2020-09,2020-08,2020-08-31,0.8567464446756851,0.796495300745763,0.0711064862989941,0.6305956115427139,0.588735960815789,0.588735960815789,0.0,0.23644892286309938,0.9231433439644596,0.6305956115427139,0.15377770458104673,0.5691722200294068,True,0.0,1.0
2020-10,2020-09,2020-09-29,0.7694166379012772,0.3762139054041215,0.39351052813255094,0.5921169103561983,0.532814495448537,0.6261556468027473,0.7085932085932086,0.26400414937759337,0.797500132128323,0.3762139054041215,0.3287573387550722,0.5008237920958388,True,0.0,1.0
2020-11,2020-10,2020-10-30,0.899896978021978,0.9641023455603563,0.9376717032967032,0.605440635933585,0.8517779157031556,0.8517779157031556,0.0,0.9668042655658755,0.8666596084574544,0.605440635933585,0.9522379844312894,0.8081127429407763,False,0.6162254858815526,1.6162254858815526
2020-12,2020-11,2020-11-30,0.635850991114149,0.8341714885233688,0.9909432672590568,0.5832100062157396,0.7610439382780786,0.7610439382780786,0.0,0.8711057856898322,0.7297167541913276,0.5832100062157396,0.9310245264744446,0.7479837622938371,False,0.49596752458767424,1.4959675245876742
2021-01,2020-12,2020-12-30,0.691156462585034,0.6050894378194207,0.689625850340136,0.5743124168424645,0.6400460418967638,0.6400460418967638,0.0,0.46729131175468486,0.6074913101532007,0.5743124168424645,0.5784585810474104,0.5867541026810252,True,0.0,1.0
2021-02,2021-01,2021-01-29,0.9426007450050796,0.7466533298014437,0.9564849305790721,0.6554542884088723,0.8252983234486169,0.8252983234486169,0.0,0.9550542740841248,0.6657490597583717,0.6554542884088723,0.9557696023315985,0.7589909834996141,False,0.5179819669992283,1.5179819669992283
2021-03,2021-02,2021-02-26,0.8925801011804384,0.9120725753156191,0.39763912310286675,0.6388415866369379,0.7102833465589655,0.7102833465589655,0.0,0.6130067567567568,0.6348917150362217,0.6388415866369379,0.5053229399298118,0.5930187472009905,False,0.18603749440198092,1.186037494401981
2021-04,2021-03,2021-03-30,0.6226921785834173,0.5179124020576223,0.32410204766700235,0.5648022712943407,0.5073772249005957,0.5073772249005957,0.0,0.5724613315400134,0.5409410748669159,0.5179124020576223,0.4482816896035079,0.502378388842682,False,0.004756777685364089,1.004756777685364
2021-05,2021-04,2021-04-30,0.5253756260434057,0.376496362387703,0.7590984974958264,0.4909251720847289,0.537973914502916,0.5381549974723677,0.001004016064257028,0.7553511705685618,0.35449785774727616,0.376496362387703,0.7572248340321941,0.49607301805572446,False,0.0,1.0
2021-06,2021-05,2021-05-31,0.40674867021276595,0.3426264283145932,0.24301861702127658,0.5079765661067386,0.3750925704138436,0.4671721247709336,0.7018654230512992,0.13536463536463536,0.3031271788493791,0.3426264283145932,0.189191626192956,0.2783150777856428,False,0.0,1.0
2021-07,2021-06,2021-06-29,0.2672071475843812,0.20182612339912787,0.17190602250165454,0.4246004984290875,0.26638494797856277,0.39727495831189413,0.85842175066313,0.06612529002320186,0.3168942313988957,0.20182612339912787,0.1190156562624282,0.2125786703534839,False,0.0,1.0
2021-08,2021-07,2021-07-30,0.43005266622778143,0.8565976963517611,0.8499012508229098,0.4369616959071782,0.6433783273274076,0.6433783273274076,0.0,0.9038905374216947,0.21970611484278246,0.4369616959071782,0.8768958941223022,0.5111879016240876,False,0.02237580324817512,1.0223758032481751
2021-09,2021-08,2021-08-31,0.2903014416775885,0.21617601546931192,0.09796854521625165,0.44958941062116536,0.26350885324607937,0.4018213787319458,0.8835301837270341,0.2600918936659009,0.25180716906843836,0.21617601546931192,0.17903021944107628,0.21567113465960885,False,0.0,1.0
2021-10,2021-09,2021-09-30,0.4375,0.5170305200935134,0.7548955613577024,0.46450884207612664,0.5434837308818355,0.5434837308818355,0.0,0.6542987904543969,0.3075312861046706,0.46450884207612664,0.7045971759060496,0.49221243469561565,False,0.0,1.0
2021-11,2021-10,2021-10-29,0.5199870003249919,0.7703892465351126,0.23269418264543384,0.49074797293278327,0.5034546006095804,0.5034546006095804,0.0,0.43798828125,0.3328498649956697,0.49074797293278327,0.3353412319477169,0.38631302329205663,True,0.0,1.0
2021-12,2021-11,2021-11-30,0.7352846054333765,0.9249531220730761,0.8103169469598965,0.49327341323724144,0.7409570219258977,0.7409570219258977,0.0,0.9907677356656949,0.3609488268198561,0.49327341323724144,0.9005423413127958,0.5849215271232978,False,0.16984305424659563,1.1698430542465956
2022-01,2021-12,2021-12-30,0.3847763115545542,0.2969251696995844,0.6641454779530094,0.49205064881559285,0.45947440200568523,0.45947440200568523,0.0,0.47985170857511283,0.42453832115685597,0.2969251696995844,0.5719985932640611,0.43115402804016717,False,0.0,1.0
2022-02,2022-01,2022-01-28,0.767948717948718,0.5111800067909619,0.13253205128205128,0.5058330741034558,0.47937346253129676,0.6013959164657002,0.8255141388174807,0.14301765650080256,0.41087900889082674,0.5058330741034558,0.1377748538914269,0.35149564562856983,True,0.0,1.0
2022-03,2022-02,2022-02-28,0.7808109833971902,0.7454787301388924,0.10089399744572158,0.6146375638315331,0.5604553187033343,0.6071226894086899,0.41415759128763613,0.21666133674448354,0.3862610406409669,0.6146375638315331,0.15877766709510255,0.38655875718920085,True,0.0,1.0
2022-04,2022-03,2022-03-31,0.4204003813155386,0.28543039181122254,0.5123927550047664,0.5176467264369418,0.4339675636421173,0.4695138288913202,0.3217695735200509,0.6140992998090389,0.36775397257976605,0.28543039181122254,0.5632460274069027,0.4054767972659638,False,0.0,1.0
2022-05,2022-04,2022-04-29,0.5393862701676685,0.6927913378312762,0.8361278076558052,0.48255666173721146,0.6377155193479903,0.6377155193479903,0.0,0.9615019011406845,0.5229106969679744,0.48255666173721146,0.8988148543982448,0.6347607377011436,False,0.2695214754022872,1.2695214754022872
2022-06,2022-05,2022-05-31,0.4263224181360202,0.17321985114629035,0.2115869017632242,0.5162906395575606,0.3318549526507738,0.4639325979169153,0.868785399622404,0.0619678334910123,0.42897573659601995,0.17321985114629035,0.13677736762711826,0.24632431845647618,False,0.0,1.0
2022-07,2022-06,2022-06-30,0.7670009401441554,0.4005255826818325,0.3306173613287371,0.5503079014434371,0.5121129463995405,0.5121129463995405,0.0,0.16964846202134337,0.5613401317542022,0.4005255826818325,0.25013291167504026,0.403999542037025,True,0.0,1.0
2022-08,2022-07,2022-07-29,0.45756630265210607,0.3843814596333853,0.24945397815912637,0.5092414278587761,0.4001607920758484,0.4802980715205215,0.6426342072409488,0.13734375,0.5909434129542825,0.3843814596333853,0.1933988640795632,0.38957457888907704,False,0.0,1.0
2022-09,2022-08,2022-08-30,0.4380242311276794,0.26954846022556256,0.47576887232059645,0.4594261065604733,0.4106919175585779,0.49827735601106016,0.685208203853325,0.033447417548226506,0.6617611799653718,0.26954846022556256,0.2546081449344115,0.39530592837511525,False,0.0,1.0
2022-10,2022-09,2022-09-30,0.8550881534178781,0.8926467096404758,0.17924528301886794,0.5804847049576201,0.6268662127587106,0.6576988693434476,0.2744430693069307,0.6779739776951673,0.6453490935162616,0.5804847049576201,0.4286096303570176,0.551481142943633,False,0.10296228588726608,1.102962285887266
2022-11,2022-10,2022-10-31,0.6869993838570548,0.45205717316050154,0.7409118915588416,0.6073804544354972,0.6218372257529738,0.6218372257529738,0.0,0.27722925023141004,0.7618786903595853,0.45205717316050154,0.5090705708951259,0.5743354781384042,True,0.0,1.0
2022-12,2022-11,2022-11-29,0.45199386503067485,0.32151986561495766,0.22131901840490797,0.49569632358801724,0.37263226815963946,0.4375216801643149,0.5346200980392157,0.13502304147465438,0.8216002843435186,0.32151986561495766,0.17817102993978118,0.44043039329941913,False,0.0,1.0
2023-01,2022-12,2022-12-29,0.5029007633587786,0.6430911361673319,0.8540458015267176,0.4668298100630356,0.6167168777789659,0.6167168777789659,0.0,0.9738532110091743,0.8400397025837457,0.4668298100630356,0.9139495062679459,0.7402730063049091,False,0.4805460126098182,1.4805460126098182
