signal_month,Model,p_h1,p_h3,p_h6,p_current
2015-11,TVTP-HMM,0.8793103448275863,0.8793103448275863,0.8793103448275863,0.99
2015-12,TVTP-HMM,0.8803418803418804,0.8803418803418804,0.8803418803418804,0.99
2016-01,TVTP-HMM,0.8813559322033899,0.8813559322033899,0.08135593220338984,0.01
2016-02,TVTP-HMM,0.08067226890756303,0.08067226890756303,0.08067226890756303,0.01
2016-03,TVTP-HMM,0.08000000000000002,0.08000000000000002,0.08000000000000002,0.01
2016-04,TVTP-HMM,0.8809917355371901,0.8809917355371901,0.8809917355371901,0.99
2016-05,TVTP-HMM,0.8819672131147541,0.8819672131147541,0.8819672131147541,0.99
2016-06,TVTP-HMM,0.8813008130081301,0.8813008130081301,0.8813008130081301,0.99
2016-07,TVTP-HMM,0.08064516129032258,0.08064516129032258,0.08064516129032258,0.01
2016-08,TVTP-HMM,0.8800000000000001,0.8800000000000001,0.8800000000000001,0.99
2016-09,TVTP-HMM,0.07936507936507936,0.07936507936507936,0.07936507936507936,0.01
2016-10,TVTP-HMM,0.08031496062992127,0.08031496062992127,0.08031496062992127,0.01
2016-11,TVTP-HMM,0.08125,0.08125,0.08125,0.01
2016-12,TVTP-HMM,0.08062015503875969,0.08062015503875969,0.08062015503875969,0.01
