Month,ExistingReturn,RobustReturn,ReturnDelta,RelativeFactor,CumulativeRelative,ExistingAvgStress,RobustAvgStress,ExistingAvgTransfer,RobustAvgTransfer
2025-04,0.005476185698531699,0.0052979627848765976,-0.00017822291365510168,0.9998227477525673,0.021144760439991694,0.39663630385827947,0.2539532862059472,0.09915907596456987,0.08888365017208152
2025-05,0.029315099265121436,0.029271330420494346,-4.3768844627090076e-05,0.9999574777007951,0.021101339016956766,0.0,0.0007143838128974112,0.0,0.00025003433451409394
2025-06,0.06974006421756873,0.06979288789748317,5.2823679914437704e-05,1.0000493799210495,0.021151760920461005,0.13025425686104056,0.017466591379634848,0.03256356421526014,0.006113306982872196
2025-07,0.028855139277855768,0.028889294679770305,3.4155401914537364e-05,1.0000331974838932,0.02118566058959659,0.019333218766111004,0.013458878751081293,0.004833304691527751,0.0047106075628784525
2025-08,0.006387195879317575,0.006397113652714337,9.917773396761476e-06,1.0000098548286755,0.021195724199327692,0.019930817885253964,0.02782971909646705,0.004982704471313491,0.009740401683763465
2025-09,0.09698261718784074,0.09698261718784074,0.0,1.0,0.021195724199327692,0.0,0.019462063964334836,0.0,0.006811722387517192
2025-10,0.13107047308450914,0.11703261753589089,-0.01403785554861825,0.9875888763055267,0.008521537750022512,0.36596566597256774,0.28982043382900413,0.09149141649314194,0.10143715184015144
2025-11,0.004246292573395483,0.002470577700554477,-0.0017757148728410055,0.9982317934495026,0.0067382633606551945,0.46187192073925,0.3266624734169027,0.1154679801848125,0.11433186569591594
2025-12,0.04571345293096041,0.04731428815329042,0.0016008352223300104,1.0015308545738253,0.008279433235765854,0.05542189379618488,0.002563869639524335,0.01385547344904622,0.0008973543738335171
2026-01,0.10989349481893584,0.11020945510313229,0.00031596028419644817,1.0002846762195394,0.008566466413058693,0.3067917653912653,0.10517457855859459,0.07669794134781632,0.0368111024955081
2026-02,0.12426324785387743,0.12431047426822572,4.7226414348289225e-05,1.0000420065446758,0.0086088328053886,0.5686437208170972,0.43882861736582646,0.1421609302042743,0.15359001607803924
2026-03,-0.055687820663910204,-0.055330398256575264,0.0003574224073349397,1.000378500262049,0.008990591512910484,0.5433565214524149,0.3941865805894203,0.13583913036310372,0.1379653032062971
2026-04,0.033735637594946244,0.03491029847111227,0.0011746608761660227,1.0011363261877078,0.01013713394519744,0.2426338483650736,0.05319274039167133,0.0606584620912684,0.01861745913708496
2026-05,-0.002149407660400282,-0.0019110846402375925,0.00023832302016268958,1.0002388363769008,0.01037839143844188,0.426493649499304,0.2416376353611412,0.106623412374826,0.08457317237639941
2026-06,-0.08837518095248353,-0.08820301277516218,0.00017216817732135237,1.0001888585893277,0.010569210076136093,0.49386005846892916,0.41110199059395547,0.12346501461723229,0.14388569670788443
2026-07,-0.0009960682053947734,-0.001189159920205074,-0.00019309171481030063,0.9998067157609045,0.010373882975313276,0.3191269977659391,0.1338877310842835,0.07978174944148478,0.04686070587949922
